客户ID,年龄,性别,收入,推广渠道,活动类型,广告消耗,点击率,转化率,网站访问量,人均页面浏览量,网站停留时间,社交分享量,邮件打开量,邮件点击量,历史购买次数,会员积分,广告平台,广告工具,是否转化,投放日期
8177,45,Male,114499.0,Social Media,Consideration,9367.65,0.2,0.16,36,1.54,8.33,56,2,0,7,3047,IsConfid,ToolConfid,1,2023-11-23
8178,19,Female,92468.0,Referral,Retention,42837.77,0.1,0.13,17,4.76,5.99,98,10,5,9,1407,IsConfid,ToolConfid,1,2023-06-04
8179,59,Male,84875.54,Referral,Retention,3859.3,0.02,0.07,28,8.48,13.86,41,16,3,2,409,IsConfid,ToolConfid,1,2023-02-20
8180,62,Male,84875.54,Referral,Retention,4682.14,0.06,0.19,43,9.82,5.95,61,0,5,0,3031,IsConfid,ToolConfid,1,2023-05-27
8181,23,Female,59727.0,SEO,Awareness,6227.96,0.09,0.07,26,7.27,1.08,29,14,1,9,126,IsConfid,ToolConfid,1,2023-10-24
8182,45,Female,38201.0,SEO,Consideration,7224.57,0.06,0.13,37,2.78,11.57,60,8,1,5,315,IsConfid,ToolConfid,1,2023-12-25
8183,45,Female,61150.0,Referral,Awareness,6227.96,0.07,0.16,19,6.14,14.47,35,17,6,3,1148,IsConfid,ToolConfid,1,2023-04-08
8184,61,Female,135148.0,PPC,Retention,5279.21,0.0,0.04,20,6.04,2.96,54,0,4,5,2248,IsConfid,ToolConfid,1,2023-11-03
8185,61,Male,109891.0,SEO,Conversion,397.1,0.13,0.13,28,9.69,14.61,3,5,5,7,3438,IsConfid,ToolConfid,1,2023-07-08
8186,37,Female,34999.0,Referral,Conversion,3112.54,0.13,0.02,42,8.56,9.45,14,1,3,3,4419,IsConfid,ToolConfid,1,2023-08-17
8187,47,Male,140703.0,SEO,Conversion,3525.57,0.29,0.03,14,1.44,12.79,70,4,0,3,855,IsConfid,ToolConfid,0,2023-05-03
8188,28,Male,26376.0,Email,Retention,5631.4,0.14,0.15,21,2.98,7.36,95,2,7,5,1886,IsConfid,ToolConfid,1,2023-11-01
8189,45,Male,71673.0,Referral,Consideration,5627.17,0.28,0.04,22,8.58,9.53,96,4,0,1,4203,IsConfid,ToolConfid,1,2023-03-16
8190,42,Female,23476.0,SEO,Retention,7128.01,0.1,0.09,3,9.75,12.7,56,7,7,2,1278,IsConfid,ToolConfid,1,2023-11-09
8191,56,Female,137393.0,PPC,Awareness,7198.57,0.13,0.06,23,3.65,14.75,62,5,0,1,3056,IsConfid,ToolConfid,1,2023-11-20
8192,50,Female,89902.0,SEO,Consideration,2428.59,0.12,0.09,13,7.22,3.18,76,10,9,8,1032,IsConfid,ToolConfid,1,2023-03-18
8193,18,Female,134510.0,Social Media,Conversion,7724.85,0.17,0.02,36,3.77,13.53,63,10,9,3,1552,IsConfid,ToolConfid,1,2023-12-27
8194,44,Male,111269.0,SEO,Consideration,294.08,0.18,0.11,20,1.37,10.18,16,10,3,2,1529,IsConfid,ToolConfid,1,2023-12-26
8195,42,Female,97994.0,Referral,Consideration,7190.0,0.08,0.03,42,8.47,14.23,52,7,5,1,50,IsConfid,ToolConfid,1,2023-04-19
8196,30,Female,82878.0,SEO,Retention,1110.4,0.24,0.17,38,7.65,5.11,39,5,0,0,844,IsConfid,ToolConfid,0,2023-10-12
8197,58,Male,118331.0,PPC,Consideration,7323.52,0.15,0.14,12,1.48,4.02,69,15,8,1,523,IsConfid,ToolConfid,1,2023-07-26
8198,20,Female,40615.0,Email,Conversion,5318.47,0.01,0.09,18,2.31,5.8,49,19,6,3,882,IsConfid,ToolConfid,1,2023-02-18
8199,56,Male,31164.0,Social Media,Awareness,4428.82,0.18,0.17,25,10.0,13.33,67,19,0,3,2141,IsConfid,ToolConfid,1,2023-06-16
8200,23,Female,59316.0,Referral,Consideration,6937.6,0.24,0.05,35,6.86,7.16,14,2,9,6,3012,IsConfid,ToolConfid,1,2023-03-31
8201,25,Female,88560.0,PPC,Consideration,460.07,0.08,0.06,43,8.2,14.3,71,7,1,2,1764,IsConfid,ToolConfid,1,2023-05-08
8202,44,Female,49559.0,Social Media,Consideration,27748.27,0.02,0.04,45,4.5,4.01,33,12,4,6,2956,IsConfid,ToolConfid,1,2023-12-09
8203,26,Male,82968.0,SEO,Conversion,6227.96,0.24,0.08,32,5.66,3.7,29,9,2,3,1014,IsConfid,ToolConfid,1,2023-08-12
8204,54,Male,86800.0,Social Media,Retention,8487.43,0.29,0.2,39,6.58,10.34,86,7,0,8,780,IsConfid,ToolConfid,1,2023-04-02
8205,50,Male,29047.0,Email,Retention,3872.97,0.03,0.04,15,8.25,4.73,72,9,4,6,155,IsConfid,ToolConfid,0,2023-06-14
8206,42,Male,64985.0,Social Media,Conversion,2661.74,0.28,0.17,18,4.05,2.37,23,12,7,1,4216,IsConfid,ToolConfid,1,2023-12-01
8207,59,Male,92123.0,Social Media,Retention,5235.49,0.11,0.13,36,7.05,5.95,7,2,0,8,4398,IsConfid,ToolConfid,1,2023-08-08
8208,61,Female,26577.0,SEO,Awareness,6227.96,0.17,0.01,13,7.98,4.36,56,3,5,8,446,IsConfid,ToolConfid,1,2023-04-09
8209,41,Female,103171.0,SEO,Conversion,4259.02,0.2,0.19,43,8.25,6.49,69,15,0,1,3419,IsConfid,ToolConfid,1,2023-08-05
8210,32,Female,131100.0,Referral,Retention,8779.44,0.27,0.19,43,5.49,3.2,24,2,7,7,1404,IsConfid,ToolConfid,1,2023-07-24
8211,49,Female,23870.0,SEO,Awareness,5282.04,0.24,0.19,29,5.26,14.38,76,8,4,6,3153,IsConfid,ToolConfid,1,2023-07-09
8212,49,Male,54094.0,Social Media,Retention,454.65,0.02,0.11,30,1.94,12.12,33,18,2,0,2301,IsConfid,ToolConfid,0,2023-05-21
8213,41,Female,75329.0,Email,Conversion,2308.23,0.03,0.05,19,5.48,12.69,24,11,7,0,1720,IsConfid,ToolConfid,1,2023-10-31
8214,58,Male,84875.54,SEO,Retention,4561.41,0.16,0.08,43,7.32,4.82,17,5,9,7,2906,IsConfid,ToolConfid,1,2023-07-28
8215,42,Female,135049.0,Referral,Awareness,7007.48,0.05,0.13,42,9.29,12.92,72,3,7,9,2689,IsConfid,ToolConfid,1,2023-07-19
8216,42,Female,103138.0,Referral,Awareness,2275.55,0.14,0.08,46,2.13,9.07,96,13,2,4,4126,IsConfid,ToolConfid,1,2023-08-11
8217,42,Female,86141.0,Social Media,Awareness,9764.95,0.29,0.14,6,9.72,1.32,69,0,6,8,3798,IsConfid,ToolConfid,1,2023-03-19
8218,42,Male,84875.54,SEO,Retention,3253.73,0.1,0.16,41,3.11,2.72,13,7,0,2,2072,IsConfid,ToolConfid,1,2023-10-30
8219,29,Female,148307.0,SEO,Conversion,5371.55,0.15,0.05,36,2.58,6.97,5,18,2,2,3106,IsConfid,ToolConfid,1,2023-04-05
8220,56,Female,70822.0,Referral,Retention,287.77,0.12,0.09,46,2.03,6.21,81,15,6,7,1749,IsConfid,ToolConfid,1,2023-10-31
8221,19,Male,33003.0,SEO,Consideration,6227.96,0.19,0.19,1,9.91,12.03,89,7,2,4,3873,IsConfid,ToolConfid,1,2023-02-10
8222,20,Female,128793.0,Social Media,Conversion,7909.46,0.07,0.06,21,6.05,13.17,35,4,6,0,2220,IsConfid,ToolConfid,1,2023-09-27
8223,42,Female,79538.0,Email,Conversion,2035.03,0.09,0.08,12,3.44,13.04,35,7,2,8,534,IsConfid,ToolConfid,1,2023-07-11
8224,54,Female,52089.0,Social Media,Retention,9339.04,0.26,0.02,45,3.86,5.94,74,16,2,1,3945,IsConfid,ToolConfid,1,2023-06-21
8225,42,Male,73595.0,SEO,Conversion,3226.81,0.25,0.11,37,9.55,9.72,17,5,1,6,2138,IsConfid,ToolConfid,1,2023-02-07
8226,34,Male,103197.0,Social Media,Consideration,6952.64,0.24,0.08,30,9.1,7.71,14,2,4,7,3657,IsConfid,ToolConfid,1,2023-05-14
8227,42,Male,102318.0,PPC,Retention,98494.39,0.23,0.03,0,4.15,13.39,93,19,0,3,783,IsConfid,ToolConfid,1,2023-06-27
8228,19,Male,50029.0,PPC,Conversion,89220.64,0.14,0.01,46,1.57,13.39,88,10,3,2,3651,IsConfid,ToolConfid,1,2023-12-21
8229,19,Male,99023.0,SEO,Awareness,9184.07,0.17,0.12,42,8.5,1.28,15,12,3,0,625,IsConfid,ToolConfid,1,2023-03-21
8230,45,Male,71324.0,SEO,Awareness,6227.96,0.12,0.07,12,9.23,8.8,75,18,9,9,397,IsConfid,ToolConfid,1,2023-03-30
8231,40,Female,71962.0,Email,Awareness,9946.65,0.04,0.01,16,8.54,7.8,13,19,2,6,3919,IsConfid,ToolConfid,1,2023-02-21
8232,54,Female,133037.0,Social Media,Consideration,1907.85,0.12,0.17,3,9.22,11.67,46,2,4,6,3182,IsConfid,ToolConfid,1,2023-09-20
8233,49,Male,59042.0,Email,Consideration,3117.14,0.06,0.12,42,6.18,3.34,53,18,3,8,3922,IsConfid,ToolConfid,1,2023-09-25
8234,50,Male,107601.0,SEO,Retention,6398.64,0.12,0.11,30,8.56,10.58,57,19,7,5,4473,IsConfid,ToolConfid,1,2023-05-16
8235,18,Female,96380.0,SEO,Awareness,7357.17,0.1,0.17,32,9.5,11.21,76,6,7,3,2690,IsConfid,ToolConfid,1,2023-12-06
8236,36,Male,84875.54,Referral,Consideration,5392.59,0.17,0.06,13,9.01,0.89,29,10,9,0,2345,IsConfid,ToolConfid,1,2023-04-24
8237,19,Female,110933.0,Email,Awareness,831.89,0.11,0.05,20,6.28,6.75,99,8,0,5,1206,IsConfid,ToolConfid,1,2023-04-27
8238,61,Female,65957.0,SEO,Retention,8431.79,0.21,0.18,21,7.72,14.69,45,14,7,1,4289,IsConfid,ToolConfid,1,2023-03-22
8239,43,Female,102864.0,PPC,Conversion,9612.66,0.16,0.04,4,7.49,4.86,15,11,8,9,1747,IsConfid,ToolConfid,1,2023-07-08
8240,49,Female,146358.0,Referral,Consideration,4114.62,0.28,0.18,36,8.23,13.33,0,11,3,8,2612,IsConfid,ToolConfid,1,2023-01-18
8241,23,Female,63739.0,Social Media,Consideration,2325.64,0.04,0.16,31,3.06,9.01,40,5,7,6,4505,IsConfid,ToolConfid,1,2023-06-20
8242,49,Female,58733.0,Referral,Conversion,291.21,0.21,0.07,2,1.02,4.8,92,16,8,0,4114,IsConfid,ToolConfid,1,2023-03-16
8243,21,Male,65389.0,Social Media,Conversion,2449.26,0.2,0.02,40,5.59,12.62,26,17,1,3,4468,IsConfid,ToolConfid,1,2023-09-11
8244,28,Female,49715.0,PPC,Retention,7029.2,0.29,0.03,12,7.89,14.86,76,8,8,4,3953,IsConfid,ToolConfid,1,2023-10-12
8245,34,Female,59116.0,Social Media,Consideration,9124.73,0.12,0.03,10,2.13,11.26,61,10,5,2,110,IsConfid,ToolConfid,1,2023-12-04
8246,55,Male,76922.0,Email,Consideration,1025.78,0.1,0.18,49,5.8,1.39,80,18,8,8,865,IsConfid,ToolConfid,1,2023-10-23
8247,41,Male,76251.0,Social Media,Conversion,5577.27,0.06,0.09,41,3.83,1.26,27,9,7,8,2351,IsConfid,ToolConfid,1,2023-11-02
8248,22,Male,81794.0,Social Media,Retention,6985.76,0.09,0.02,37,8.54,7.63,19,10,3,8,1719,IsConfid,ToolConfid,1,2023-08-05
8249,42,Female,37580.0,Referral,Awareness,2836.17,0.16,0.12,23,1.9,0.59,54,5,6,1,156,IsConfid,ToolConfid,0,2023-12-20
8250,51,Male,135900.0,PPC,Awareness,5741.98,0.17,0.05,8,8.63,10.3,50,8,2,2,1588,IsConfid,ToolConfid,1,2023-01-30
8251,23,Male,20823.0,Social Media,Conversion,7180.96,0.09,0.05,12,6.5,0.74,68,15,0,9,1817,IsConfid,ToolConfid,1,2023-05-11
8252,39,Male,148001.0,Email,Retention,8393.42,0.06,0.04,21,9.28,14.61,87,2,3,6,2976,IsConfid,ToolConfid,1,2023-11-24
8253,28,Female,112008.0,Referral,Conversion,4579.75,0.09,0.11,17,9.42,13.27,72,15,3,5,1732,IsConfid,ToolConfid,1,2023-05-31
8254,65,Male,27084.0,PPC,Conversion,7503.79,0.04,0.01,9,8.28,12.32,96,17,4,7,3689,IsConfid,ToolConfid,1,2023-11-01
8255,33,Female,97991.0,Referral,Awareness,6227.96,0.28,0.09,46,5.77,12.28,33,18,3,0,2632,IsConfid,ToolConfid,1,2023-05-05
8256,50,Female,84875.54,SEO,Retention,2209.16,1.0,0.03,11,2.28,12.6,26,15,8,7,474,IsConfid,ToolConfid,1,2023-01-12
8257,26,Female,102455.0,Email,Retention,1954.41,0.1,0.11,29,3.03,6.8,96,3,4,0,3193,IsConfid,ToolConfid,1,2023-02-02
8258,23,Female,132540.0,Referral,Conversion,3652.84,0.08,0.08,46,4.76,11.98,37,4,4,5,2234,IsConfid,ToolConfid,1,2023-06-09
8259,33,Male,104930.0,Referral,Awareness,6227.96,0.27,0.02,45,7.56,5.82,28,9,7,7,1498,IsConfid,ToolConfid,1,2023-06-12
8260,46,Male,134540.0,Email,Retention,2901.62,0.17,0.1,18,5.9,12.8,34,18,6,9,3545,IsConfid,ToolConfid,1,2023-07-21
8261,20,Female,96355.0,Referral,Conversion,6557.01,0.17,0.12,18,4.94,9.46,19,18,1,6,3300,IsConfid,ToolConfid,1,2023-08-10
8262,37,Male,142225.0,Social Media,Consideration,6514.4,0.28,0.06,9,5.3,5.7,18,2,0,2,3202,IsConfid,ToolConfid,1,2023-11-15
8263,53,Male,31969.0,Email,Awareness,828.18,0.16,0.16,0,7.67,11.31,4,7,0,6,3769,IsConfid,ToolConfid,1,2023-06-03
8264,42,Female,83059.0,Referral,Retention,2945.41,0.01,0.08,6,1.31,4.02,24,18,0,2,916,IsConfid,ToolConfid,0,2023-09-12
8265,43,Male,84875.54,Email,Retention,5738.62,0.07,0.15,10,4.98,14.49,92,16,9,2,3069,IsConfid,ToolConfid,1,2023-02-24
8266,20,Female,97236.0,PPC,Retention,3253.67,0.28,0.12,3,6.15,10.14,25,0,5,4,1636,IsConfid,ToolConfid,1,2023-02-03
8267,36,Male,147182.0,SEO,Awareness,6227.96,0.01,0.18,35,6.3,6.32,50,12,4,1,1447,IsConfid,ToolConfid,1,2023-06-24
8268,37,Female,117328.0,SEO,Conversion,6227.96,0.17,0.11,20,6.57,8.49,65,10,8,0,4807,IsConfid,ToolConfid,1,2023-12-21
8269,49,Female,118847.0,Social Media,Consideration,191.74,0.24,0.05,21,1.48,11.19,60,11,5,3,2629,IsConfid,ToolConfid,1,2023-09-26
8270,24,Female,56668.0,Social Media,Retention,2836.3,0.25,0.17,9,6.02,12.06,14,1,9,3,4152,IsConfid,ToolConfid,1,2023-01-22
8271,42,Male,31945.0,PPC,Awareness,6227.96,0.15,0.2,22,5.95,14.64,44,9,9,3,2693,IsConfid,ToolConfid,1,2023-01-04
8272,58,Female,122528.0,Social Media,Retention,6227.96,0.08,0.19,4,8.69,3.53,5,8,4,9,4470,IsConfid,ToolConfid,1,2023-06-03
8273,50,Female,66526.0,SEO,Conversion,9594.5,0.18,0.03,47,7.84,7.81,57,15,6,9,1722,IsConfid,ToolConfid,1,2023-04-12
8274,57,Female,67717.0,PPC,Consideration,3827.95,0.09,0.12,11,1.28,1.83,0,3,4,8,3878,IsConfid,ToolConfid,0,2023-03-14
8275,56,Male,79426.0,Referral,Retention,5318.18,0.08,0.1,29,6.0,1.69,72,15,0,2,3197,IsConfid,ToolConfid,1,2023-01-20
8276,35,Female,121170.0,PPC,Awareness,7364.84,0.24,0.14,32,7.22,2.01,42,3,8,5,1604,IsConfid,ToolConfid,1,2023-01-01
8277,57,Female,104166.0,Email,Conversion,569.73,0.05,0.2,36,6.22,4.26,15,6,3,6,3401,IsConfid,ToolConfid,1,2023-08-20
8278,18,Female,136524.0,Social Media,Consideration,2486.12,0.01,0.11,17,7.09,10.6,13,14,4,6,563,IsConfid,ToolConfid,1,2023-04-15
8279,28,Female,126572.0,Referral,Awareness,8338.26,0.11,0.14,3,2.05,12.99,73,10,3,4,1894,IsConfid,ToolConfid,1,2023-12-10
8280,45,Male,110480.0,SEO,Retention,8633.71,0.15,0.08,26,2.52,6.82,18,9,5,1,3109,IsConfid,ToolConfid,1,2023-09-21
8281,42,Female,108896.0,Social Media,Awareness,3792.21,0.21,0.07,46,6.24,8.55,50,9,8,1,3654,IsConfid,ToolConfid,1,2023-10-11
8282,42,Female,98349.0,SEO,Consideration,3811.13,0.24,0.07,22,8.21,3.49,7,5,0,8,2414,IsConfid,ToolConfid,1,2023-05-25
8283,40,Female,135036.0,Social Media,Conversion,7593.28,0.2,0.11,5,1.23,11.97,47,19,3,0,1609,IsConfid,ToolConfid,1,2023-05-04
8284,48,Female,24601.0,Referral,Conversion,3021.2,0.19,0.06,6,4.93,13.38,11,4,9,0,184,IsConfid,ToolConfid,1,2023-12-07
8285,47,Female,32930.0,SEO,Retention,1259.23,0.2,0.04,18,9.93,7.54,69,19,2,7,3718,IsConfid,ToolConfid,1,2023-04-17
8286,59,Female,24333.0,Referral,Retention,2649.6,0.09,0.1,45,7.89,2.83,34,0,2,6,3377,IsConfid,ToolConfid,0,2023-06-12
8287,52,Male,90935.0,SEO,Retention,3934.71,0.12,0.1,14,5.05,0.57,69,14,7,8,1863,IsConfid,ToolConfid,1,2023-11-19
8288,24,Male,140384.0,Email,Retention,7401.92,0.19,0.16,47,1.88,8.28,5,13,7,5,295,IsConfid,ToolConfid,1,2023-08-25
8289,33,Female,37839.0,Email,Consideration,4838.93,0.03,0.11,21,4.23,7.72,98,3,6,2,4135,IsConfid,ToolConfid,1,2023-09-10
8290,43,Female,71337.0,SEO,Retention,7426.07,0.1,0.11,31,2.39,13.92,10,11,9,1,4697,IsConfid,ToolConfid,1,2023-05-09
8291,65,Male,60204.0,SEO,Awareness,5186.08,0.13,0.05,14,9.29,1.03,37,14,4,6,3949,IsConfid,ToolConfid,1,2023-12-22
8292,42,Male,40195.0,Referral,Consideration,811.76,0.16,0.17,5,7.17,2.66,90,16,1,0,4347,IsConfid,ToolConfid,0,2023-03-01
8293,42,Male,47848.0,Referral,Consideration,4457.48,0.15,0.03,5,8.7,3.37,25,15,4,7,3664,IsConfid,ToolConfid,1,2023-12-07
8294,19,Female,109229.0,SEO,Retention,7118.16,0.22,0.2,5,9.08,8.43,27,14,3,7,1192,IsConfid,ToolConfid,1,2023-01-11
8295,18,Male,133251.0,Social Media,Consideration,675.16,0.15,0.1,11,6.46,4.63,71,7,7,8,184,IsConfid,ToolConfid,1,2023-05-26
8296,65,Female,132265.0,Social Media,Awareness,692.49,0.27,0.11,1,1.06,3.48,88,11,5,8,2086,IsConfid,ToolConfid,0,2023-12-02
8297,42,Female,149703.0,Social Media,Consideration,3768.95,0.12,0.08,24,6.0,7.96,82,17,0,8,4761,IsConfid,ToolConfid,1,2023-03-19
8298,22,Female,60854.0,Email,Consideration,2030.14,0.16,0.01,3,8.22,1.09,79,13,4,6,2142,IsConfid,ToolConfid,1,2023-04-18
8299,54,Female,121986.0,Referral,Awareness,9354.33,0.01,0.04,5,3.83,14.64,49,1,7,2,4402,IsConfid,ToolConfid,1,2023-05-17
8300,49,Female,70998.0,Email,Awareness,6227.96,0.1,0.07,41,9.35,12.98,57,11,0,9,4678,IsConfid,ToolConfid,1,2023-11-02
8301,26,Male,87390.0,Social Media,Consideration,2944.52,0.26,0.31,36,9.97,4.44,25,1,0,5,2105,IsConfid,ToolConfid,1,2023-08-09
8302,58,Female,84875.54,SEO,Conversion,7077.29,0.11,0.03,37,5.94,5.37,43,17,2,5,4118,IsConfid,ToolConfid,1,2023-06-26
8303,52,Female,22985.0,Social Media,Consideration,3811.8,0.17,0.14,13,5.78,4.07,14,3,0,1,297,IsConfid,ToolConfid,0,2023-08-11
8304,36,Female,81794.0,Referral,Awareness,1407.94,0.17,0.17,46,6.9,13.96,75,8,5,3,859,IsConfid,ToolConfid,1,2023-02-22
8305,65,Male,63585.0,Referral,Awareness,6227.96,0.0,0.12,18,6.1,9.97,23,7,4,1,935,IsConfid,ToolConfid,1,2023-06-09
8306,33,Male,104814.0,PPC,Awareness,6463.2,0.16,0.07,6,2.44,8.06,76,6,4,2,701,IsConfid,ToolConfid,1,2023-03-07
8307,20,Male,60264.0,SEO,Conversion,7362.88,0.1,0.03,17,3.44,7.87,58,12,2,6,2828,IsConfid,ToolConfid,1,2023-12-14
8308,37,Male,84875.54,Email,Awareness,2799.62,0.12,0.01,43,2.82,2.91,56,11,1,7,3241,IsConfid,ToolConfid,0,2023-05-19
8309,41,Female,104816.0,Social Media,Retention,2162.28,0.24,0.15,7,1.65,14.46,16,11,0,0,3649,IsConfid,ToolConfid,0,2023-01-04
8310,50,Male,79261.0,Social Media,Retention,2091.24,1.0,0.13,27,2.26,13.76,76,12,1,7,2602,IsConfid,ToolConfid,1,2023-11-22
8311,41,Female,54022.0,Social Media,Conversion,6859.35,0.14,0.1,20,9.75,14.31,80,18,9,7,560,IsConfid,ToolConfid,1,2023-05-05
8312,42,Male,35667.0,SEO,Awareness,8275.59,0.18,0.03,34,5.99,4.72,0,3,8,6,1675,IsConfid,ToolConfid,1,2023-03-04
8313,28,Male,38065.0,Referral,Awareness,7187.08,0.23,0.11,46,2.13,7.41,10,1,9,6,1269,IsConfid,ToolConfid,1,2023-04-26
8314,42,Female,134382.0,SEO,Retention,6492.71,0.23,0.16,9,7.42,8.02,19,12,4,2,2087,IsConfid,ToolConfid,1,2023-09-08
8315,25,Male,148145.0,Email,Retention,9172.87,0.06,0.12,27,5.29,7.6,30,10,7,8,4987,IsConfid,ToolConfid,1,2023-11-07
8316,53,Male,107191.0,Social Media,Consideration,678.08,0.1,0.19,18,3.02,0.78,98,6,2,2,507,IsConfid,ToolConfid,0,2023-06-04
8317,55,Female,30006.0,SEO,Conversion,1758.08,1.0,0.2,43,9.49,12.58,38,8,4,6,2907,IsConfid,ToolConfid,1,2023-05-08
8318,57,Female,91819.0,Social Media,Consideration,4202.63,0.06,0.16,34,3.02,11.32,62,6,6,7,1655,IsConfid,ToolConfid,1,2023-04-06
8319,37,Male,127158.0,Email,Conversion,3787.27,0.01,0.07,27,1.88,7.38,5,2,1,1,4095,IsConfid,ToolConfid,0,2023-05-04
8320,52,Female,65076.0,PPC,Awareness,6227.96,0.06,0.05,45,2.85,4.38,98,2,2,3,4227,IsConfid,ToolConfid,0,2023-06-20
8321,65,Female,88861.0,PPC,Awareness,6227.96,0.24,0.06,48,9.21,9.71,27,0,2,3,4187,IsConfid,ToolConfid,1,2023-06-14
8322,42,Female,116319.0,PPC,Conversion,1580.08,0.17,0.2,2,8.72,2.51,50,0,8,6,3625,IsConfid,ToolConfid,1,2023-10-17
8323,52,Male,70393.0,Social Media,Consideration,5141.01,0.11,0.07,38,9.05,14.96,52,19,0,5,2268,IsConfid,ToolConfid,1,2023-03-13
8324,42,Male,23143.0,SEO,Retention,9287.72,0.19,0.14,26,9.25,2.32,43,13,8,9,2928,IsConfid,ToolConfid,1,2023-05-22
8325,46,Male,121341.0,Social Media,Conversion,3980.5,0.22,0.19,16,1.7,1.35,64,1,0,5,1301,IsConfid,ToolConfid,1,2023-12-31
8326,35,Male,77505.0,Referral,Conversion,529.2,0.11,0.17,14,7.4,9.38,79,10,9,5,4163,IsConfid,ToolConfid,1,2023-08-22
8327,63,Female,32417.0,SEO,Conversion,7091.06,0.15,0.12,41,6.98,7.22,11,9,6,8,1607,IsConfid,ToolConfid,1,2023-07-27
8328,35,Female,51300.0,Email,Awareness,2981.94,0.03,0.04,38,9.94,10.93,27,14,3,3,4166,IsConfid,ToolConfid,1,2023-11-24
8329,19,Female,112062.0,PPC,Conversion,30317.29,0.18,0.04,21,7.43,2.36,78,10,9,9,2439,IsConfid,ToolConfid,1,2023-12-23
8330,52,Male,48896.0,SEO,Awareness,3310.15,0.17,0.1,19,8.13,5.77,71,7,7,1,4625,IsConfid,ToolConfid,1,2023-09-14
8331,33,Female,136469.0,SEO,Retention,87189.28,0.14,0.19,26,7.43,7.76,67,0,0,1,2107,IsConfid,ToolConfid,1,2023-12-29
8332,58,Male,122979.0,PPC,Retention,8206.31,0.13,0.18,34,6.59,6.98,94,5,0,8,4552,IsConfid,ToolConfid,1,2023-08-02
8333,53,Female,70629.0,Email,Consideration,5921.76,0.19,0.04,46,5.98,8.95,29,19,5,3,444,IsConfid,ToolConfid,1,2023-10-30
8334,50,Female,47606.0,Social Media,Awareness,3292.54,0.18,0.06,4,9.72,1.98,34,7,4,9,739,IsConfid,ToolConfid,1,2023-07-31
8335,21,Female,59916.0,Social Media,Retention,3173.73,0.13,0.11,1,9.43,7.8,5,18,4,8,542,IsConfid,ToolConfid,1,2023-05-25
8336,50,Female,81330.0,SEO,Retention,1330.65,0.01,0.1,40,4.94,8.54,84,16,1,0,4558,IsConfid,ToolConfid,1,2023-10-27
8337,31,Male,27551.0,PPC,Consideration,9339.68,0.19,0.03,49,3.56,13.27,29,13,1,1,3824,IsConfid,ToolConfid,1,2023-03-29
8338,38,Female,84875.54,Referral,Consideration,6417.58,0.27,0.11,44,5.58,8.78,79,3,3,6,1191,IsConfid,ToolConfid,1,2023-10-14
8339,65,Female,120972.0,Email,Consideration,367.05,0.23,0.19,19,7.72,8.44,62,1,1,6,201,IsConfid,ToolConfid,1,2023-04-12
8340,37,Female,139623.0,Social Media,Awareness,6657.43,0.17,0.19,6,4.61,12.28,7,15,3,0,1479,IsConfid,ToolConfid,1,2023-11-13
8341,25,Female,76422.0,Email,Conversion,4526.82,1.0,0.12,35,5.84,1.44,90,19,4,7,3672,IsConfid,ToolConfid,1,2023-10-02
8342,24,Female,135852.0,Email,Awareness,9728.32,0.07,0.13,7,3.69,9.9,32,1,3,6,3747,IsConfid,ToolConfid,1,2023-11-05
8343,20,Male,133216.0,Email,Consideration,6227.96,0.17,0.05,26,4.85,12.27,42,10,5,9,4101,IsConfid,ToolConfid,1,2023-08-06
8344,34,Female,135845.0,PPC,Conversion,1796.03,0.08,0.11,5,9.62,1.87,75,13,2,1,1558,IsConfid,ToolConfid,0,2023-09-20
8345,50,Male,87782.0,PPC,Conversion,7229.1,0.02,0.02,23,2.93,12.27,42,17,1,0,4707,IsConfid,ToolConfid,0,2023-08-16
8346,65,Female,85391.0,PPC,Awareness,4907.1,0.13,0.05,35,9.9,11.91,44,9,0,1,3004,IsConfid,ToolConfid,1,2023-08-24
8347,29,Female,124957.0,SEO,Consideration,23420.97,0.09,0.01,4,2.94,0.51,86,11,4,6,854,IsConfid,ToolConfid,0,2023-12-23
8348,42,Male,143546.0,PPC,Consideration,7017.53,0.09,0.08,19,3.87,4.07,53,10,3,9,628,IsConfid,ToolConfid,1,2023-07-17
8349,39,Female,145006.0,SEO,Conversion,5519.14,0.29,0.34,19,1.78,2.69,64,8,8,3,1315,IsConfid,ToolConfid,1,2023-10-29
8350,39,Male,83411.0,Social Media,Awareness,400.7,0.17,0.2,40,7.77,7.91,6,15,9,5,1365,IsConfid,ToolConfid,1,2023-01-21
8351,63,Female,129437.0,Social Media,Retention,6501.22,0.05,0.14,39,1.16,13.75,35,7,0,4,2390,IsConfid,ToolConfid,1,2023-01-15
8352,47,Female,93185.0,Social Media,Conversion,6386.37,0.17,0.15,33,8.09,9.24,24,4,8,7,840,IsConfid,ToolConfid,1,2023-03-04
8353,55,Female,135199.0,Social Media,Conversion,1526.44,0.24,0.06,38,6.19,9.23,84,14,7,6,2332,IsConfid,ToolConfid,1,2023-12-10
8354,55,Female,126745.0,Social Media,Conversion,3554.98,0.22,0.11,49,7.74,2.28,36,14,9,6,3517,IsConfid,ToolConfid,1,2023-02-07
8355,62,Female,20888.0,PPC,Retention,5900.4,0.05,0.15,9,8.05,10.16,11,16,3,8,4516,IsConfid,ToolConfid,1,2023-12-05
